Dependency=clothes_dryer,Dependency=cooking_range,Dependency=geometry_building_type_recs,Dependency=geometry_unit_cfa_bin,Dependency=hvac_cooling_type,Dependency=vintage,Dependency=water_heater_fuel_type,100,101-124,125,126-199,200,201+,<100
non-electricity,none,single-family attached,500-749,room air conditioner,2010s,electricity,0.069315,0.008717,0.275888,0.087391,0.512596,0.025474,0.020618
non-electricity,none,single-family attached,500-749,room air conditioner,2010s,non-electricity,0.259125,0.006432,0.468764,0.064478,0.173361,0.012627,0.015212
non-electricity,none,single-family attached,500-749,room air conditioner,<1940,electricity,0.054228,0.009041,0.286138,0.090638,0.51215,0.026421,0.021384
non-electricity,none,single-family attached,500-749,room air conditioner,<1940,non-electricity,0.210372,0.006922,0.504522,0.069397,0.178824,0.013591,0.016373
non-electricity,none,single-family attached,750-999,central air conditioner,1940s,electricity,0.351626,0.003296,0.127476,0.038894,0.46128,0.009632,0.007796
non-electricity,none,single-family attached,750-999,central air conditioner,1940s,non-electricity,0.760725,0.001407,0.125348,0.016607,0.089821,0.002763,0.003329
non-electricity,none,single-family attached,750-999,central air conditioner,1950s,electricity,0.367686,0.003576,0.151352,0.042201,0.416276,0.010451,0.008459
non-electricity,none,single-family attached,750-999,central air conditioner,1950s,non-electricity,0.756503,0.001452,0.141535,0.017136,0.077087,0.002851,0.003435
non-electricity,none,single-family attached,750-999,central air conditioner,1960s,electricity,0.663567,0.002868,0.071343,0.033838,0.213222,0.00838,0.006782
non-electricity,none,single-family attached,750-999,central air conditioner,1960s,non-electricity,0.912686,0.000778,0.0446,0.009186,0.029381,0.001528,0.001841
non-electricity,none,single-family attached,750-999,central air conditioner,1970s,electricity,0.545773,0.003479,0.04433,0.041051,0.346974,0.010166,0.008228
non-electricity,none,single-family attached,750-999,central air conditioner,1970s,non-electricity,0.89631,0.001128,0.033089,0.013306,0.051287,0.002214,0.002667
non-electricity,none,single-family attached,750-999,central air conditioner,1980s,electricity,0.576489,0.003775,0.139992,0.044547,0.215236,0.011032,0.008929
non-electricity,none,single-family attached,750-999,central air conditioner,1980s,non-electricity,0.85755,0.001108,0.094648,0.013078,0.028817,0.002176,0.002621
non-electricity,none,single-family attached,750-999,central air conditioner,1990s,electricity,0.429299,0.002736,0.085828,0.03229,0.435377,0.007997,0.006472
non-electricity,none,single-family attached,750-999,central air conditioner,1990s,non-electricity,0.830775,0.001045,0.075491,0.012333,0.075833,0.002052,0.002472
non-electricity,none,single-family attached,750-999,central air conditioner,2000s,electricity,0.294848,0.001879,0.050558,0.022178,0.620599,0.005492,0.004445
non-electricity,none,single-family attached,750-999,central air conditioner,2000s,non-electricity,0.775839,0.000976,0.060465,0.011517,0.146978,0.001916,0.002308
non-electricity,none,single-family attached,750-999,central air conditioner,2010s,electricity,0.344213,0.002194,0.068817,0.025891,0.547285,0.006412,0.005189
non-electricity,none,single-family attached,750-999,central air conditioner,2010s,non-electricity,0.795891,0.001001,0.072321,0.011815,0.114638,0.001966,0.002368
non-electricity,none,single-family attached,750-999,central air conditioner,<1940,electricity,0.289878,0.00245,0.07683,0.028905,0.588985,0.007158,0.005794
non-electricity,none,single-family attached,750-999,central air conditioner,<1940,non-electricity,0.750803,0.001252,0.090445,0.014776,0.137303,0.002458,0.002962
non-electricity,none,single-family attached,750-999,heat pump,1940s,electricity,0.35178,0.004298,0.170868,0.00958,0.431294,0.022013,0.010167
non-electricity,none,single-family attached,750-999,heat pump,1940s,non-electricity,0.739152,0.001783,0.16318,0.003973,0.081565,0.006133,0.004216
non-electricity,none,single-family attached,750-999,heat pump,1950s,electricity,0.364238,0.004618,0.200882,0.010292,0.385397,0.02365,0.010923
non-electricity,none,single-family attached,750-999,heat pump,1950s,non-electricity,0.730724,0.001829,0.183168,0.004075,0.069589,0.006291,0.004325
non-electricity,none,single-family attached,750-999,heat pump,1960s,electricity,0.664577,0.003744,0.095732,0.008343,0.199578,0.019172,0.008855
non-electricity,none,single-family attached,750-999,heat pump,1960s,non-electricity,0.904485,0.001006,0.059218,0.002241,0.027212,0.00346,0.002378
non-electricity,none,single-family attached,750-999,heat pump,1970s,electricity,0.558031,0.004637,0.060727,0.010334,0.33156,0.023745,0.010967
non-electricity,none,single-family attached,750-999,heat pump,1970s,non-electricity,0.894651,0.001467,0.044251,0.00327,0.047843,0.005048,0.00347
non-electricity,none,single-family attached,750-999,heat pump,1980s,electricity,0.626461,0.004164,0.158709,0.00928,0.170213,0.021324,0.009849
non-electricity,none,single-family attached,750-999,heat pump,1980s,non-electricity,0.868468,0.001139,0.100001,0.002539,0.021238,0.00392,0.002695
non-electricity,none,single-family attached,750-999,heat pump,1990s,electricity,0.433894,0.003605,0.116224,0.008035,0.411252,0.018463,0.008527
non-electricity,none,single-family attached,750-999,heat pump,1990s,non-electricity,0.818418,0.001342,0.099639,0.002991,0.069818,0.004618,0.003174
non-electricity,none,single-family attached,750-999,heat pump,2000s,electricity,0.304331,0.002529,0.069917,0.005636,0.598657,0.01295,0.005981
non-electricity,none,single-family attached,750-999,heat pump,2000s,non-electricity,0.771436,0.001265,0.080552,0.002819,0.136583,0.004353,0.002992
non-electricity,none,single-family attached,750-999,heat pump,2010s,electricity,0.351677,0.002922,0.094201,0.006512,0.522811,0.014964,0.006911
non-electricity,none,single-family attached,750-999,heat pump,2010s,non-electricity,0.786664,0.00129,0.095773,0.002875,0.105908,0.004438,0.003051
non-electricity,none,single-family attached,750-999,heat pump,<1940,electricity,0.296555,0.003267,0.105309,0.00728,0.563134,0.016729,0.007726
non-electricity,none,single-family attached,750-999,heat pump,<1940,non-electricity,0.739671,0.001608,0.119382,0.003584,0.126419,0.005533,0.003803
non-electricity,none,single-family attached,750-999,none,1940s,electricity,0.285381,0.003509,0.272795,0.019465,0.398015,0.012536,0.008299
non-electricity,none,single-family attached,750-999,none,1940s,non-electricity,0.629943,0.001529,0.273688,0.00848,0.079075,0.003669,0.003615
non-electricity,none,single-family attached,750-999,none,1950s,electricity,0.289999,0.0037,0.314755,0.020524,0.349053,0.013218,0.00875
non-electricity,none,single-family attached,750-999,none,1950s,non-electricity,0.613449,0.001545,0.30262,0.008569,0.066457,0.003707,0.003653
non-electricity,none,single-family attached,750-999,none,1960s,electricity,0.589667,0.003342,0.167163,0.018542,0.20144,0.011941,0.007905
non-electricity,none,single-family attached,750-999,none,1960s,non-electricity,0.850537,0.000951,0.109589,0.005278,0.029109,0.002284,0.00225
non-electricity,none,single-family attached,750-999,none,1970s,electricity,0.501394,0.004192,0.10738,0.023255,0.338887,0.014977,0.009915
non-electricity,none,single-family attached,750-999,none,1970s,non-electricity,0.849733,0.001402,0.082712,0.007778,0.051692,0.003366,0.003316
non-electricity,none,single-family attached,750-999,none,1980s,electricity,0.466318,0.004005,0.298578,0.02222,0.185096,0.01431,0.009473
non-electricity,none,single-family attached,750-999,none,1980s,non-electricity,0.742986,0.00126,0.216221,0.006987,0.026544,0.003023,0.002979
non-electricity,none,single-family attached,750-999,none,1990s,electricity,0.369041,0.003085,0.194539,0.017117,0.397897,0.011023,0.007298
non-electricity,none,single-family attached,750-999,none,1990s,non-electricity,0.737842,0.001218,0.176782,0.006754,0.071602,0.002922,0.00288
non-electricity,none,single-family attached,750-999,none,2000s,electricity,0.284929,0.002382,0.128823,0.013215,0.556506,0.008511,0.005634
non-electricity,none,single-family attached,750-999,none,2000s,non-electricity,0.714309,0.001179,0.146786,0.006539,0.12557,0.002829,0.002788
non-electricity,none,single-family attached,750-999,none,2010s,electricity,0.300927,0.002516,0.158633,0.013957,0.509028,0.008989,0.005951
non-electricity,none,single-family attached,750-999,none,2010s,non-electricity,0.708514,0.001169,0.169756,0.006486,0.108504,0.002806,0.002765
non-electricity,none,single-family attached,750-999,none,<1940,electricity,0.250165,0.002773,0.174827,0.015382,0.540389,0.009906,0.006558
non-electricity,none,single-family attached,750-999,none,<1940,non-electricity,0.650702,0.001423,0.206684,0.007897,0.126511,0.003417,0.003367
non-electricity,none,single-family attached,750-999,room air conditioner,1940s,electricity,0.365054,0.003422,0.160173,0.034305,0.418952,0.01,0.008093
non-electricity,none,single-family attached,750-999,room air conditioner,1940s,non-electricity,0.751247,0.00139,0.149816,0.013933,0.077599,0.002729,0.003287
non-electricity,none,single-family attached,750-999,room air conditioner,1950s,electricity,0.377744,0.003674,0.188189,0.036833,0.374133,0.010737,0.00869
non-electricity,none,single-family attached,750-999,room air conditioner,1950s,non-electricity,0.743467,0.001427,0.168345,0.014308,0.066276,0.002802,0.003376
non-electricity,none,single-family attached,750-999,room air conditioner,1960s,electricity,0.67489,0.002917,0.087818,0.029238,0.189716,0.008523,0.006898
non-electricity,none,single-family attached,750-999,room air conditioner,1960s,non-electricity,0.908761,0.000775,0.053746,0.00777,0.025593,0.001522,0.001833
non-electricity,none,single-family attached,750-999,room air conditioner,1970s,electricity,0.568682,0.003625,0.055903,0.03634,0.316284,0.010593,0.008574
non-electricity,none,single-family attached,750-999,room air conditioner,1970s,non-electricity,0.897624,0.001129,0.040105,0.011321,0.044933,0.002217,0.002671
non-electricity,none,single-family attached,750-999,room air conditioner,1980s,electricity,0.578924,0.003791,0.170144,0.038005,0.189091,0.011078,0.008967
non-electricity,none,single-family attached,750-999,room air conditioner,1980s,non-electricity,0.845437,0.001093,0.112933,0.010954,0.024854,0.002145,0.002584
non-electricity,none,single-family attached,750-999,room air conditioner,1990s,electricity,0.447796,0.002854,0.108351,0.028615,0.397292,0.008341,0.006751
non-electricity,none,single-family attached,750-999,room air conditioner,1990s,non-electricity,0.827031,0.00104,0.090953,0.01043,0.066042,0.002043,0.002461
non-electricity,none,single-family attached,750-999,room air conditioner,2000s,electricity,0.317172,0.002022,0.065822,0.020268,0.584026,0.005908,0.004782
non-electricity,none,single-family attached,750-999,room air conditioner,2000s,non-electricity,0.781635,0.000983,0.073726,0.009858,0.129541,0.001931,0.002326
non-electricity,none,single-family attached,750-999,room air conditioner,2010s,electricity,0.365247,0.002328,0.088377,0.02334,0.508398,0.006803,0.005507
non-electricity,none,single-family attached,750-999,room air conditioner,2010s,non-electricity,0.79661,0.001002,0.087607,0.010047,0.100396,0.001968,0.00237
non-electricity,none,single-family attached,750-999,room air conditioner,<1940,electricity,0.309011,0.002611,0.099123,0.026178,0.54927,0.007631,0.006176
non-electricity,none,single-family attached,750-999,room air conditioner,<1940,non-electricity,0.751097,0.001253,0.109506,0.012558,0.120164,0.002459,0.002963
non-electricity,none,single-family detached,0-499,central air conditioner,1940s,electricity,0.042461,0.007853,0.253217,0.092667,0.56228,0.022948,0.018574
non-electricity,none,single-family detached,0-499,central air conditioner,1940s,non-electricity,0.180914,0.006604,0.490354,0.077923,0.215622,0.012965,0.015619
non-electricity,none,single-family detached,0-499,central air conditioner,1950s,electricity,0.04411,0.008465,0.298677,0.099888,0.504102,0.024737,0.020021
non-electricity,none,single-family detached,0-499,central air conditioner,1950s,non-electricity,0.173766,0.006581,0.534771,0.077661,0.178734,0.012921,0.015566
non-electricity,none,single-family detached,0-499,central air conditioner,1960s,electricity,0.132375,0.011287,0.234112,0.133183,0.429366,0.032982,0.026695
non-electricity,none,single-family detached,0-499,central air conditioner,1960s,non-electricity,0.413735,0.006962,0.332569,0.082155,0.134444,0.013669,0.016467
non-electricity,none,single-family detached,0-499,central air conditioner,1970s,electricity,0.090677,0.011404,0.12115,0.134566,0.581906,0.033325,0.026972
non-electricity,none,single-family detached,0-499,central air conditioner,1970s,non-electricity,0.383142,0.00951,0.232665,0.112219,0.2213,0.018671,0.022493
non-electricity,none,single-family detached,0-499,central air conditioner,1980s,electricity,0.090089,0.01164,0.359857,0.137349,0.339522,0.034014,0.02753
non-electricity,none,single-family detached,0-499,central air conditioner,1980s,non-electricity,0.278435,0.0071,0.505505,0.083781,0.094447,0.013939,0.016793
non-electricity,none,single-family detached,0-499,central air conditioner,1990s,electricity,0.059522,0.007486,0.195747,0.088332,0.609334,0.021875,0.017705
non-electricity,none,single-family detached,0-499,central air conditioner,1990s,non-electricity,0.260331,0.006462,0.389122,0.076249,0.239867,0.012686,0.015283
non-electricity,none,single-family detached,0-499,central air conditioner,2000s,electricity,0.042554,0.005352,0.120026,0.063151,0.740621,0.015639,0.012658
non-electricity,none,single-family detached,0-499,central air conditioner,2000s,non-electricity,0.233994,0.005808,0.299976,0.068535,0.366548,0.011403,0.013737
non-electricity,none,single-family detached,0-499,central air conditioner,2010s,electricity,0.044326,0.005575,0.145774,0.065782,0.709068,0.01629,0.013185
non-electricity,none,single-family detached,0-499,central air conditioner,2010s,non-electricity,0.228854,0.00568,0.342073,0.06703,0.331775,0.011152,0.013435
non-electricity,none,single-family detached,0-499,central air conditioner,<1940,electricity,0.03462,0.005772,0.150935,0.06811,0.710044,0.016867,0.013652
non-electricity,none,single-family detached,0-499,central air conditioner,<1940,non-electricity,0.185488,0.006104,0.367557,0.072023,0.342409,0.011983,0.014436
non-electricity,none,single-family detached,0-499,heat pump,1940s,electricity,0.041756,0.010067,0.333621,0.022435,0.516761,0.051551,0.023809
non-electricity,none,single-family detached,0-499,heat pump,1940s,non-electricity,0.161938,0.007705,0.58807,0.017172,0.18038,0.02651,0.018224
non-electricity,none,single-family detached,0-499,heat pump,1950s,electricity,0.042675,0.010675,0.387147,0.023792,0.455793,0.054669,0.025249
non-electricity,none,single-family detached,0-499,heat pump,1950s,non-electricity,0.153124,0.00756,0.631377,0.016849,0.147199,0.02601,0.017881
