Dependency=PUMA	Dependency=Geometry Building Type ACS	Option=1940s	Option=1950s	Option=1960s	Option=1970s	Option=1980s	Option=1990s	Option=2000s	Option=2010s	Option=<1940	sample_count	sample_weight
MD, 01002	3 or 4 Unit	0.000000	0.074445	0.045691	0.252643	0.386765	0.123244	0.117212	0.000000	0.000000	0.000000	0.000000
MD, 01002	5 to 9 Unit	0.028298	0.049051	0.163362	0.270057	0.186173	0.097873	0.061250	0.110882	0.033054	0.000000	0.000000
MD, 01002	50 or more Unit	0.000000	0.050974	0.042721	0.193954	0.060203	0.112760	0.097652	0.441736	0.000000	0.000000	0.000000
MD, 01002	Mobile Home	0.000000	0.000000	0.116341	0.100053	0.542497	0.241110	0.000000	0.000000	0.000000	0.000000	0.000000
MD, 01002	Single-Family Attached	0.089071	0.046515	0.022975	0.280316	0.255386	0.106147	0.079250	0.073499	0.046841	0.000000	0.000000
MD, 01002	Single-Family Detached	0.074412	0.250573	0.049904	0.173053	0.186426	0.124243	0.083681	0.000000	0.057708	0.000000	0.000000
MD, 01003	10 to 19 Unit	0.025261	0.058053	0.094714	0.252938	0.162687	0.218923	0.089719	0.069108	0.028596	0.000000	0.000000
MD, 01003	2 Unit	0.000000	0.000000	0.079421	0.087107	0.066341	0.196655	0.344541	0.119552	0.106383	0.000000	0.000000
MD, 01003	20 to 49 Unit	0.000000	0.000000	0.052595	0.078621	0.162468	0.356026	0.281017	0.059038	0.010234	0.000000	0.000000
MD, 01003	3 or 4 Unit	0.043412	0.053060	0.161008	0.128075	0.165822	0.259450	0.131229	0.039527	0.018418	0.000000	0.000000
MD, 01003	5 to 9 Unit	0.081721	0.065652	0.169731	0.308581	0.199486	0.101783	0.033988	0.016854	0.022204	0.000000	0.000000
MD, 01003	50 or more Unit	0.026493	0.044690	0.107867	0.171072	0.087115	0.137056	0.169620	0.248764	0.007323	0.000000	0.000000
MD, 01003	Mobile Home	0.000000	0.000000	0.216393	0.000000	0.653005	0.130601	0.000000	0.000000	0.000000	0.000000	0.000000
MD, 01003	Single-Family Attached	0.027146	0.008499	0.048229	0.170151	0.293726	0.181869	0.147974	0.093225	0.029180	0.000000	0.000000
MD, 01003	Single-Family Detached	0.055889	0.238075	0.143659	0.153420	0.174589	0.102640	0.048924	0.021165	0.061640	0.000000	0.000000
MD, 01004	10 to 19 Unit	0.072125	0.048331	0.214691	0.269815	0.279846	0.087929	0.018214	0.000000	0.009049	0.000000	0.000000
MD, 01004	2 Unit	0.071261	0.000000	0.000000	0.218160	0.337429	0.242712	0.000000	0.130438	0.000000	0.000000	0.000000
MD, 01004	20 to 49 Unit	0.022109	0.068412	0.117190	0.191735	0.231104	0.150465	0.114079	0.059558	0.045349	0.000000	0.000000
MD, 01004	3 or 4 Unit	0.106689	0.150756	0.051583	0.163797	0.276773	0.110208	0.008480	0.000000	0.131714	0.000000	0.000000
MD, 01004	5 to 9 Unit	0.067881	0.163399	0.180482	0.161564	0.295324	0.100536	0.009573	0.000000	0.021241	0.000000	0.000000
MD, 01004	50 or more Unit	0.010855	0.041883	0.141003	0.170436	0.159197	0.140371	0.163830	0.159349	0.013076	0.000000	0.000000
MD, 01004	Mobile Home	0.000000	0.000000	0.216393	0.000000	0.000000	0.783607	0.000000	0.000000	0.000000	0.000000	0.000000
MD, 01004	Single-Family Attached	0.009474	0.016974	0.021567	0.175502	0.451894	0.233917	0.039119	0.047081	0.004473	0.000000	0.000000
MD, 01004	Single-Family Detached	0.065960	0.184855	0.193808	0.094202	0.166557	0.099057	0.090223	0.043931	0.061406	0.000000	0.000000
MD, 01005	10 to 19 Unit	0.033700	0.103618	0.190534	0.215870	0.186105	0.176616	0.093557	0.000000	0.000000	0.000000	0.000000
MD, 01005	2 Unit	0.000000	0.305660	0.116680	0.175019	0.166385	0.105881	0.130375	0.000000	0.000000	0.000000	0.000000
MD, 01005	20 to 49 Unit	0.034556	0.043379	0.151073	0.274457	0.234132	0.132620	0.046257	0.083525	0.000000	0.000000	0.000000
MD, 01005	3 or 4 Unit	0.034573	0.111854	0.244543	0.185422	0.000000	0.070196	0.000000	0.135238	0.218174	0.000000	0.000000
MD, 01005	5 to 9 Unit	0.009204	0.036818	0.204328	0.340547	0.179348	0.185497	0.029445	0.000000	0.014812	0.000000	0.000000
MD, 01005	50 or more Unit	0.014022	0.030407	0.066827	0.093787	0.171213	0.124551	0.212860	0.258867	0.027466	0.000000	0.000000
MD, 01005	Mobile Home	0.000000	0.000000	0.070454	0.145940	0.182842	0.600765	0.000000	0.000000	0.000000	0.000000	0.000000
MD, 01005	Single-Family Attached	0.003686	0.049326	0.061376	0.093970	0.400845	0.155115	0.118185	0.089084	0.028413	0.000000	0.000000
MD, 01005	Single-Family Detached	0.067423	0.206957	0.252756	0.066183	0.189907	0.064199	0.065854	0.026341	0.060380	0.000000	0.000000
MD, 01006	10 to 19 Unit	0.017974	0.044283	0.056621	0.303926	0.268301	0.179035	0.046782	0.058094	0.024984	0.000000	0.000000
MD, 01006	2 Unit	0.000000	0.000000	0.000000	0.733052	0.179118	0.000000	0.000000	0.000000	0.087830	0.000000	0.000000
MD, 01006	20 to 49 Unit	0.041641	0.123700	0.113410	0.065659	0.184702	0.112393	0.085355	0.273140	0.000000	0.000000	0.000000
MD, 01006	3 or 4 Unit	0.000000	0.000000	0.221224	0.080445	0.352535	0.309502	0.036294	0.000000	0.000000	0.000000	0.000000
MD, 01006	5 to 9 Unit	0.000000	0.063084	0.095248	0.145887	0.213132	0.126609	0.006217	0.324134	0.025689	0.000000	0.000000
MD, 01006	50 or more Unit	0.045011	0.064106	0.156347	0.195966	0.091906	0.077727	0.285535	0.066921	0.016481	0.000000	0.000000
MD, 01006	Mobile Home	0.000000	0.000000	0.108197	0.108197	0.391803	0.391803	0.000000	0.000000	0.000000	0.000000	0.000000
MD, 01006	Single-Family Attached	0.003655	0.032510	0.026356	0.086825	0.528158	0.076113	0.112860	0.085389	0.048133	0.000000	0.000000
MD, 01006	Single-Family Detached	0.043470	0.241519	0.242378	0.097143	0.172007	0.056766	0.067337	0.026966	0.052413	0.000000	0.000000
MD, 01007	10 to 19 Unit	0.030361	0.083338	0.215016	0.100789	0.410845	0.055387	0.041492	0.033078	0.029695	0.000000	0.000000
MD, 01007	2 Unit	0.077759	0.181438	0.357286	0.000000	0.211166	0.000000	0.093932	0.000000	0.078419	0.000000	0.000000
MD, 01007	20 to 49 Unit	0.018899	0.044595	0.149814	0.200152	0.294880	0.102420	0.028733	0.143450	0.017057	0.000000	0.000000
MD, 01007	3 or 4 Unit	0.048260	0.147517	0.226824	0.072584	0.253282	0.123156	0.052581	0.000000	0.075798	0.000000	0.000000
MD, 01007	5 to 9 Unit	0.070451	0.156845	0.196047	0.170433	0.201680	0.042556	0.045626	0.048208	0.068155	0.000000	0.000000
MD, 01007	50 or more Unit	0.012125	0.030611	0.183956	0.137333	0.146285	0.150831	0.180019	0.154343	0.004498	0.000000	0.000000
MD, 01007	Mobile Home	0.000000	0.000000	0.000000	0.216393	0.783607	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
MD, 01007	Single-Family Attached	0.010599	0.029200	0.046295	0.116977	0.456154	0.074133	0.124570	0.129974	0.012098	0.000000	0.000000
MD, 01007	Single-Family Detached	0.136015	0.144680	0.248744	0.067560	0.174491	0.089037	0.063015	0.009220	0.067238	0.000000	0.000000
MD, 01101	10 to 19 Unit	0.021932	0.132773	0.309119	0.184889	0.156062	0.127687	0.028441	0.016971	0.022128	0.000000	0.000000
MD, 01101	2 Unit	0.023142	0.172281	0.285299	0.135691	0.000000	0.218923	0.000000	0.069765	0.094899	0.000000	0.000000
MD, 01101	20 to 49 Unit	0.037599	0.143649	0.372431	0.150668	0.123806	0.057457	0.090015	0.024374	0.000000	0.000000	0.000000
MD, 01101	3 or 4 Unit	0.053299	0.091636	0.232800	0.130317	0.313135	0.076957	0.101856	0.000000	0.000000	0.000000	0.000000
MD, 01101	5 to 9 Unit	0.045689	0.110479	0.304213	0.179524	0.157501	0.076186	0.028118	0.038201	0.060090	0.000000	0.000000
MD, 01101	50 or more Unit	0.019912	0.065884	0.135075	0.174676	0.146775	0.106004	0.171283	0.154593	0.025799	0.000000	0.000000
MD, 01101	Mobile Home	0.000000	0.000000	0.653061	0.000000	0.089711	0.089711	0.147109	0.000000	0.020408	0.000000	0.000000
MD, 01101	Single-Family Attached	0.022425	0.120852	0.003618	0.028493	0.186784	0.310482	0.096364	0.197268	0.033714	0.000000	0.000000
MD, 01101	Single-Family Detached	0.055483	0.166075	0.260026	0.097863	0.126973	0.107628	0.119324	0.013128	0.053500	0.000000	0.000000
MD, 01102	10 to 19 Unit	0.068806	0.086649	0.186376	0.327778	0.156624	0.101683	0.044458	0.026055	0.001571	0.000000	0.000000
MD, 01102	2 Unit	0.143536	0.057414	0.039879	0.176132	0.148345	0.064498	0.175605	0.000000	0.194591	0.000000	0.000000
MD, 01102	20 to 49 Unit	0.000000	0.081285	0.143879	0.215819	0.104274	0.076880	0.182097	0.109435	0.086330	0.000000	0.000000
MD, 01102	3 or 4 Unit	0.159540	0.135779	0.205124	0.121424	0.197909	0.012584	0.000000	0.000000	0.167640	0.000000	0.000000
MD, 01102	5 to 9 Unit	0.044342	0.090576	0.159817	0.313436	0.160554	0.077817	0.038138	0.066885	0.048437	0.000000	0.000000
MD, 01102	50 or more Unit	0.010197	0.045887	0.057207	0.133756	0.113143	0.228136	0.227777	0.174402	0.009495	0.000000	0.000000
MD, 01102	Mobile Home	0.000000	0.000000	0.000000	0.653061	0.179422	0.000000	0.147109	0.000000	0.020408	0.000000	0.000000
MD, 01102	Single-Family Attached	0.094290	0.026064	0.058898	0.199763	0.343103	0.069468	0.053659	0.070561	0.084195	0.000000	0.000000
MD, 01102	Single-Family Detached	0.059122	0.186624	0.219700	0.079482	0.109897	0.123545	0.144230	0.045645	0.031757	0.000000	0.000000
MD, 01103	10 to 19 Unit	0.020466	0.111988	0.296411	0.167537	0.182830	0.079674	0.122315	0.000000	0.018780	0.000000	0.000000
MD, 01103	2 Unit	0.028482	0.284816	0.150504	0.164505	0.148053	0.182219	0.000000	0.000000	0.041421	0.000000	0.000000
MD, 01103	20 to 49 Unit	0.031315	0.059783	0.213581	0.135332	0.108521	0.087652	0.141878	0.216580	0.005358	0.000000	0.000000
MD, 01103	3 or 4 Unit	0.139249	0.097036	0.174895	0.094858	0.108511	0.065106	0.128203	0.112179	0.079964	0.000000	0.000000
MD, 01103	5 to 9 Unit	0.040070	0.112114	0.311681	0.174534	0.160520	0.086343	0.007241	0.072202	0.035295	0.000000	0.000000
MD, 01103	50 or more Unit	0.009954	0.078072	0.206324	0.193660	0.171699	0.160109	0.086797	0.073732	0.019653	0.000000	0.000000
MD, 01103	Mobile Home	0.000000	0.000000	0.326531	0.326531	0.089711	0.089711	0.147109	0.000000	0.020408	0.000000	0.000000
MD, 01103	Single-Family Attached	0.020205	0.081586	0.079745	0.043896	0.062416	0.204724	0.327114	0.171032	0.009281	0.000000	0.000000
MD, 01103	Single-Family Detached	0.080414	0.143102	0.247344	0.068948	0.115175	0.182400	0.074158	0.031838	0.056621	0.000000	0.000000
MD, 01104	10 to 19 Unit	0.052153	0.104174	0.261870	0.225333	0.153275	0.118650	0.051300	0.017513	0.015733	0.000000	0.000000
MD, 01104	2 Unit	0.055270	0.195286	0.080648	0.340125	0.179839	0.148833	0.000000	0.000000	0.000000	0.000000	0.000000
MD, 01104	20 to 49 Unit	0.055843	0.040513	0.087528	0.150049	0.029486	0.025800	0.164871	0.445910	0.000000	0.000000	0.000000
MD, 01104	3 or 4 Unit	0.065007	0.252469	0.228750	0.155377	0.111953	0.053432	0.040974	0.000000	0.092036	0.000000	0.000000
MD, 01104	5 to 9 Unit	0.038150	0.089495	0.205820	0.211007	0.247659	0.100898	0.055068	0.000000	0.051903	0.000000	0.000000
MD, 01104	50 or more Unit	0.004401	0.026403	0.162065	0.193892	0.065916	0.126647	0.205738	0.188894	0.026046	0.000000	0.000000
MD, 01104	Mobile Home	0.000000	0.000000	0.326531	0.326531	0.089711	0.089711	0.147109	0.000000	0.020408	0.000000	0.000000
MD, 01104	Single-Family Attached	0.020375	0.099213	0.077851	0.105285	0.152262	0.269432	0.164859	0.088517	0.022206	0.000000	0.000000
MD, 01104	Single-Family Detached	0.079248	0.200936	0.259295	0.118569	0.091207	0.085834	0.068815	0.022825	0.073272	0.000000	0.000000
MD, 01105	10 to 19 Unit	0.000000	0.030631	0.353252	0.353252	0.052853	0.163952	0.046060	0.000000	0.000000	0.000000	0.000000
MD, 01105	2 Unit	0.000000	0.901187	0.000000	0.084812	0.014001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
MD, 01105	20 to 49 Unit	0.000000	0.000000	0.000000	0.170065	0.220934	0.375274	0.233727	0.000000	0.000000	0.000000	0.000000
MD, 01105	3 or 4 Unit	0.000000	0.000000	0.000000	0.338042	0.179172	0.360154	0.122632	0.000000	0.000000	0.000000	0.000000
MD, 01105	5 to 9 Unit	0.141883	0.000000	0.000000	0.151333	0.239822	0.384089	0.082873	0.000000	0.000000	0.000000	0.000000
MD, 01105	50 or more Unit	0.000000	0.119773	0.031937	0.141802	0.073135	0.163983	0.119078	0.244270	0.106022	0.000000	0.000000
MD, 01105	Mobile Home	0.000000	0.000000	0.089308	0.563754	0.144775	0.034647	0.147109	0.000000	0.020408	0.000000	0.000000
MD, 01105	Single-Family Attached	0.020838	0.041283	0.032217	0.119750	0.238131	0.245291	0.153053	0.079252	0.070185	0.000000	0.000000
MD, 01105	Single-Family Detached	0.055394	0.186970	0.205476	0.116196	0.105093	0.136490	0.103825	0.047090	0.043466	0.000000	0.000000
MD, 01106	10 to 19 Unit	0.000000	0.000000	0.235332	0.000000	0.406392	0.251352	0.083835	0.000000	0.023089	0.000000	0.000000
MD, 01106	2 Unit	0.000000	0.000000	0.275543	0.610131	0.000000	0.000000	0.060257	0.000000	0.054069	0.000000	0.000000
MD, 01106	20 to 49 Unit	0.000000	0.000000	0.000000	0.323441	0.161967	0.000000	0.122449	0.355121	0.037023	0.000000	0.000000
MD, 01106	3 or 4 Unit	0.000000	0.000000	0.178782	0.759824	0.000000	0.000000	0.000000	0.000000	0.061393	0.000000	0.000000
MD, 01106	5 to 9 Unit	0.000000	0.000000	0.182531	0.304219	0.280592	0.119039	0.030045	0.000000	0.083574	0.000000	0.000000
MD, 01106	50 or more Unit	0.137162	0.158264	0.120082	0.251082	0.031528	0.158659	0.090922	0.042303	0.009997	0.000000	0.000000
MD, 01106	Mobile Home	0.000000	0.000000	0.000000	0.653061	0.135016	0.044405	0.147109	0.000000	0.020408	0.000000	0.000000
MD, 01106	Single-Family Attached	0.023401	0.030195	0.050102	0.157882	0.163735	0.194253	0.203812	0.102823	0.073796	0.000000	0.000000
MD, 01106	Single-Family Detached	0.043004	0.175719	0.134572	0.158678	0.129917	0.156558	0.105621	0.049187	0.046745	0.000000	0.000000
MD, 01107	10 to 19 Unit	0.051624	0.129345	0.264190	0.183587	0.140088	0.165057	0.045383	0.000000	0.020727	0.000000	0.000000
MD, 01107	2 Unit	0.000000	0.178259	0.431673	0.000000	0.000000	0.112223	0.076649	0.000000	0.201195	0.000000	0.000000
MD, 01107	20 to 49 Unit	0.000000	0.054424	0.203622	0.136717	0.162473	0.024868	0.212396	0.205499	0.000000	0.000000	0.000000
MD, 01107	3 or 4 Unit	0.047281	0.026835	0.211729	0.230785	0.225659	0.120673	0.117861	0.000000	0.019176	0.000000	0.000000
MD, 01107	5 to 9 Unit	0.045989	0.074945	0.196670	0.256641	0.116614	0.109376	0.005866	0.150663	0.043239	0.000000	0.000000
MD, 01107	50 or more Unit	0.014379	0.062561	0.226123	0.151724	0.067416	0.139835	0.220884	0.096637	0.020442	0.000000	0.000000
MD, 01107	Mobile Home	0.000000	0.000000	0.479800	0.173261	0.000000	0.179422	0.147109	0.000000	0.020408	0.000000	0.000000
MD, 01107	Single-Family Attached	0.017391	0.115745	0.044109	0.077491	0.168289	0.213476	0.166805	0.140809	0.055884	0.000000	0.000000
MD, 01107	Single-Family Detached	0.054660	0.186051	0.222568	0.147446	0.152118	0.094954	0.087265	0.009291	0.045648	0.000000	0.000000
MD, 01201	10 to 19 Unit	0.000000	0.013929	0.059784	0.194976	0.063815	0.393955	0.124356	0.149186	0.000000	0.000000	0.000000
MD, 01201	2 Unit	0.202678	0.000000	0.000000	0.100650	0.122962	0.266418	0.039363	0.000000	0.267929	0.000000	0.000000
MD, 01201	20 to 49 Unit	0.000000	0.000000	0.000000	0.014684	0.039295	0.093111	0.359871	0.493040	0.000000	0.000000	0.000000
MD, 01201	3 or 4 Unit	0.000000	0.000000	0.032960	0.374546	0.143984	0.319694	0.128816	0.000000	0.000000	0.000000	0.000000
MD, 01201	5 to 9 Unit	0.051987	0.062577	0.118326	0.196084	0.135379	0.258368	0.081355	0.064308	0.031616	0.000000	0.000000
MD, 01201	50 or more Unit	0.000000	0.000000	0.050336	0.020651	0.047304	0.111426	0.159917	0.610367	0.000000	0.000000	0.000000
MD, 01201	Mobile Home	0.000000	0.066828	0.003468	0.086709	0.219604	0.304953	0.180354	0.138084	0.000000	0.000000	0.000000
MD, 01201	Single-Family Attached	0.014559	0.049680	0.049693	0.227255	0.072947	0.328263	0.161651	0.092377	0.003574	0.000000	0.000000
MD, 01201	Single-Family Detached	0.052686	0.174381	0.128418	0.141446	0.108167	0.192928	0.073817	0.060595	0.067562	0.000000	0.000000
MD, 01202	10 to 19 Unit	0.002142	0.029114	0.166974	0.109027	0.292871	0.114085	0.145522	0.140265	0.000000	0.000000	0.000000
MD, 01202	2 Unit	0.038343	0.041248	0.035395	0.115500	0.139829	0.000000	0.113455	0.414118	0.102111	0.000000	0.000000
MD, 01202	20 to 49 Unit	0.000000	0.003712	0.018707	0.059522	0.129741	0.054407	0.113930	0.585969	0.034011	0.000000	0.000000
MD, 01202	3 or 4 Unit	0.036594	0.037341	0.131713	0.027540	0.552513	0.072195	0.072924	0.000000	0.069180	0.000000	0.000000
MD, 01202	5 to 9 Unit	0.000000	0.043777	0.100341	0.241732	0.263149	0.180837	0.034979	0.135185	0.000000	0.000000	0.000000
MD, 01202	50 or more Unit	0.000000	0.020325	0.020738	0.000000	0.067803	0.129774	0.331981	0.429380	0.000000	0.000000	0.000000
MD, 01202	Mobile Home	0.033414	0.033414	0.035720	0.054458	0.461188	0.063369	0.180354	0.138084	0.000000	0.000000	0.000000
MD, 01202	Single-Family Attached	0.020775	0.036443	0.058488	0.194201	0.244183	0.180540	0.056247	0.188366	0.020757	0.000000	0.000000
MD, 01202	Single-Family Detached	0.057820	0.144409	0.179185	0.099882	0.175436	0.134584	0.123319	0.034157	0.051207	0.000000	0.000000
MD, 01203	10 to 19 Unit	0.004395	0.029764	0.090714	0.212505	0.253845	0.193707	0.215071	0.000000	0.000000	0.000000	0.000000
MD, 01203	2 Unit	0.000000	0.000000	0.090787	0.020951	0.401452	0.280533	0.000000	0.000000	0.206277	0.000000	0.000000
MD, 01203	20 to 49 Unit	0.020503	0.016842	0.010889	0.144068	0.026685	0.128786	0.112625	0.539602	0.000000	0.000000	0.000000
MD, 01203	3 or 4 Unit	0.000000	0.154749	0.023379	0.160312	0.337719	0.323841	0.000000	0.000000	0.000000	0.000000	0.000000
MD, 01203	5 to 9 Unit	0.000000	0.043088	0.079137	0.164522	0.192315	0.212508	0.102024	0.206405	0.000000	0.000000	0.000000
MD, 01203	50 or more Unit	0.000000	0.013616	0.007787	0.026996	0.117936	0.044585	0.076299	0.674041	0.038740	0.000000	0.000000
MD, 01203	Mobile Home	0.033414	0.033414	0.054581	0.035596	0.000000	0.524557	0.180354	0.138084	0.000000	0.000000	0.000000
MD, 01203	Single-Family Attached	0.000000	0.027148	0.024812	0.210510	0.386706	0.169719	0.060603	0.103757	0.016747	0.000000	0.000000
MD, 01203	Single-Family Detached	0.039796	0.151537	0.128496	0.150740	0.189007	0.110123	0.114978	0.066821	0.048502	0.000000	0.000000
MD, 01204	10 to 19 Unit	0.006113	0.008010	0.052051	0.222529	0.197360	0.381010	0.084655	0.047112	0.001161	0.000000	0.000000
MD, 01204	2 Unit	0.084213	0.170479	0.224115	0.153342	0.124275	0.000000	0.123630	0.000000	0.119946	0.000000	0.000000
MD, 01204	20 to 49 Unit	0.000000	0.071013	0.102677	0.114729	0.079229	0.182075	0.146346	0.303931	0.000000	0.000000	0.000000
MD, 01204	3 or 4 Unit	0.109621	0.071619	0.271398	0.020984	0.190135	0.117176	0.097076	0.000000	0.121992	0.000000	0.000000
MD, 01204	5 to 9 Unit	0.013769	0.007107	0.131365	0.249976	0.274790	0.221042	0.086658	0.000000	0.015294	0.000000	0.000000
MD, 01204	50 or more Unit	0.005672	0.000000	0.007420	0.048138	0.073502	0.100100	0.228199	0.530355	0.006614	0.000000	0.000000
MD, 01204	Mobile Home	0.033414	0.033414	0.003636	0.086541	0.122040	0.402517	0.180354	0.138084	0.000000	0.000000	0.000000
MD, 01204	Single-Family Attached	0.031760	0.020417	0.065691	0.176097	0.200731	0.264872	0.148773	0.056613	0.035047	0.000000	0.000000
MD, 01204	Single-Family Detached	0.066003	0.121458	0.104565	0.173678	0.167996	0.146825	0.098797	0.075435	0.045243	0.000000	0.000000
MD, 01300	10 to 19 Unit	0.013437	0.022955	0.175256	0.148835	0.117564	0.203709	0.227252	0.061423	0.029570	0.000000	0.000000
MD, 01300	2 Unit	0.040681	0.069677	0.266177	0.136833	0.111245	0.036820	0.042940	0.035818	0.259809	0.000000	0.000000
MD, 01300	20 to 49 Unit	0.012564	0.021359	0.009882	0.057315	0.113720	0.193324	0.305992	0.278102	0.007742	0.000000	0.000000
MD, 01300	3 or 4 Unit	0.014972	0.047750	0.012731	0.162315	0.278355	0.174338	0.053534	0.028039	0.227968	0.000000	0.000000
MD, 01300	5 to 9 Unit	0.019320	0.029488	0.065979	0.117163	0.223183	0.328103	0.069936	0.016146	0.130681	0.000000	0.000000
MD, 01300	50 or more Unit	0.000000	0.000000	0.022039	0.022039	0.392516	0.107489	0.269808	0.143824	0.042285	0.000000	0.000000
MD, 01300	Mobile Home	0.003864	0.029944	0.060012	0.225323	0.279383	0.227618	0.150132	0.023725	0.000000	0.000000	0.000000
MD, 01300	Single-Family Attached	0.035359	0.040677	0.057370	0.118378	0.138412	0.194759	0.188216	0.137931	0.088898	0.000000	0.000000
MD, 01300	Single-Family Detached	0.039983	0.076185	0.084876	0.136288	0.146088	0.157219	0.181656	0.034824	0.142880	0.000000	0.000000
MD, 01400	10 to 19 Unit	0.033510	0.016943	0.040932	0.192587	0.189828	0.143639	0.333053	0.024219	0.025288	0.000000	0.000000
MD, 01400	2 Unit	0.030296	0.145747	0.080690	0.102463	0.069093	0.144574	0.178506	0.151932	0.096699	0.000000	0.000000
MD, 01400	20 to 49 Unit	0.000000	0.063759	0.011940	0.118696	0.206318	0.109527	0.220793	0.233282	0.035686	0.000000	0.000000
MD, 01400	3 or 4 Unit	0.065489	0.033082	0.187454	0.088711	0.169478	0.120166	0.117562	0.119430	0.098628	0.000000	0.000000
MD, 01400	5 to 9 Unit	0.010761	0.046318	0.099164	0.253216	0.184792	0.169863	0.122854	0.070609	0.042422	0.000000	0.000000
MD, 01400	50 or more Unit	0.000000	0.000000	0.040059	0.309646	0.121721	0.129573	0.189945	0.104458	0.104598	0.000000	0.000000
MD, 01400	Mobile Home	0.002588	0.000000	0.044647	0.154758	0.265446	0.276204	0.212901	0.042662	0.000793	0.000000	0.000000
MD, 01400	Single-Family Attached	0.027627	0.039507	0.044279	0.103411	0.176936	0.126264	0.322520	0.113473	0.045984	0.000000	0.000000
MD, 01400	Single-Family Detached	0.049667	0.098760	0.096149	0.137905	0.142170	0.161268	0.163928	0.023680	0.126472	0.000000	0.000000
